"age","maritl","race","education","jobclass","health","health_ins","salary"
33,"Married","White","College Grad","Information","Average","No",113.567089569751
45,"Married","White","HS Grad","Information","Average","Yes",87.9810327856054
50,"Never Married","White","Advanced Degree","Information","Average","Yes",157.700527725737
50,"Married","White","HS Grad","Information","Good","Yes",109.833985642199
39,"Married","White","Some College","Information","Average","No",84.0459576539924
26,"Never Married","White","College Grad","Information","Good","Yes",160.643638171791
49,"Married","White","HS Grad","Industrial","Average","No",47.9055670370271
20,"Never Married","White","HS Grad","Industrial","Good","No",59.0970640815891
31,"Married","White","College Grad","Industrial","Good","No",81.2832532842527
49,"Married","White","HS Grad","Information","Average","Yes",87.9810327856054
56,"Never Married","Black","HS Grad","Industrial","Average","Yes",87.9810327856054
61,"Married","White","College Grad","Information","Good","Yes",143.808556824369
56,"Separated","White","HS Grad","Information","Average","Yes",110.782650276254
51,"Married","White","College Grad","Information","Good","No",118.884359339886
42,"Married","White","non HS Grad","Industrial","Good","Yes",120.589436530402
45,"Married","White","College Grad","Industrial","Good","Yes",272.294783220064
30,"Married","White","Advanced Degree","Information","Good","Yes",105.375892660271
48,"Never Married","White","College Grad","Information","Average","No",69.0108766220885
33,"Married","White","Advanced Degree","Industrial","Average","Yes",87.9810327856054
50,"Married","White","Some College","Information","Good","Yes",89.2428846644714
31,"Married","Asian","Advanced Degree","Information","Good","Yes",171.765132627508
48,"Married","White","College Grad","Industrial","Average","Yes",133.232350826567
35,"Married","White","Advanced Degree","Information","Good","Yes",200.543262324662
47,"Married","Black","Some College","Industrial","Good","Yes",92.8958447894966
45,"Married","White","College Grad","Industrial","Average","Yes",148.413159102577
52,"Married","White","HS Grad","Industrial","Good","Yes",119.742556289908
46,"Married","White","HS Grad","Industrial","Good","Yes",82.6796372966372
47,"Married","Asian","College Grad","Information","Good","No",105.927810775063
49,"Married","White","HS Grad","Industrial","Good","Yes",267.901086855275
36,"Married","White","non HS Grad","Industrial","Average","No",104.921506533664
51,"Married","White","College Grad","Industrial","Average","No",127.115743812184
46,"Married","White","HS Grad","Industrial","Good","Yes",157.700527725737
37,"Married","Asian","College Grad","Information","Good","No",148.413159102577
23,"Never Married","White","Some College","Industrial","Good","Yes",65.1108537153447
43,"Married","White","College Grad","Industrial","Good","Yes",104.921506533664
34,"Married","Asian","College Grad","Information","Good","Yes",78.3924668009837
58,"Married","White","HS Grad","Industrial","Good","Yes",139.213788138664
44,"Never Married","Asian","College Grad","Information","Good","Yes",112.6488963421
61,"Married","White","College Grad","Information","Good","No",79.8549003093467
40,"Divorced","White","non HS Grad","Industrial","Good","No",65.1108537153447
37,"Married","White","Some College","Information","Good","Yes",111.720849360989
33,"Married","White","HS Grad","Information","Good","No",104.921506533664
38,"Married","White","Some College","Information","Good","Yes",176.989650489877
41,"Married","White","HS Grad","Information","Average","Yes",99.6894636984864
30,"Married","Black","HS Grad","Industrial","Good","Yes",104.921506533664
51,"Married","White","non HS Grad","Industrial","Average","Yes",70.8150386167557
39,"Never Married","White","Some College","Industrial","Good","Yes",94.0727147457005
56,"Married","Black","Some College","Information","Good","Yes",127.115743812184
44,"Never Married","White","HS Grad","Industrial","Average","No",97.4932940453934
51,"Divorced","White","Advanced Degree","Information","Good","Yes",109.833985642199
35,"Married","White","HS Grad","Industrial","Good","No",75.1996281485946
27,"Never Married","White","HS Grad","Industrial","Average","No",65.1108537153447
47,"Married","White","Some College","Industrial","Average","Yes",146.462838515063
51,"Married","Asian","Some College","Information","Average","No",81.2832532842527
41,"Married","White","HS Grad","Industrial","Good","No",127.115743812184
63,"Married","White","non HS Grad","Industrial","Average","No",73.7757432746946
61,"Never Married","White","HS Grad","Information","Average","No",65.1108537153447
46,"Married","White","HS Grad","Industrial","Average","Yes",99.6894636984864
33,"Never Married","White","Some College","Industrial","Good","No",79.8549003093467
35,"Separated","White","non HS Grad","Information","Average","No",73.7757432746946
28,"Married","White","Advanced Degree","Information","Good","Yes",87.9810327856054
50,"Married","Asian","Some College","Industrial","Good","No",118.884359339886
41,"Married","White","Advanced Degree","Information","Good","Yes",284.524740902214
23,"Married","White","College Grad","Industrial","Average","No",118.884359339886
45,"Married","White","Some College","Information","Good","Yes",106.921814091211
63,"Married","White","Advanced Degree","Industrial","Good","Yes",100.013486924706
59,"Married","Black","Some College","Information","Average","Yes",108.874525834712
30,"Married","White","College Grad","Information","Good","Yes",114.475713290347
30,"Married","White","Advanced Degree","Information","Good","Yes",115.375038556391
45,"Married","White","HS Grad","Industrial","Average","No",130.982177377461
42,"Married","White","HS Grad","Industrial","Average","Yes",79.8549003093467
57,"Married","White","non HS Grad","Industrial","Good","Yes",106.921814091211
52,"Divorced","White","Some College","Industrial","Average","No",22.9624006796429
54,"Married","White","Some College","Information","Good","Yes",115.182455126581
30,"Married","White","Some College","Information","Good","Yes",103.90247060316
47,"Married","White","College Grad","Industrial","Good","Yes",184.469464222499
38,"Never Married","White","Some College","Information","Good","Yes",314.32933644529
47,"Married","White","Some College","Information","Average","Yes",99.6894636984864
39,"Never Married","White","College Grad","Industrial","Average","Yes",128.680488220624
50,"Married","White","HS Grad","Industrial","Good","No",87.9810327856054
47,"Married","White","HS Grad","Industrial","Good","No",54.5981500331442
45,"Married","White","HS Grad","Industrial","Average","Yes",99.6894636984864
44,"Married","White","non HS Grad","Information","Good","Yes",118.884359339886
52,"Married","White","HS Grad","Industrial","Good","Yes",92.1611220323496
42,"Married","White","College Grad","Industrial","Average","No",127.115743812184
18,"Never Married","White","non HS Grad","Industrial","Good","No",41.7049904993395
56,"Married","White","College Grad","Information","Good","Yes",109.833985642199
50,"Married","Asian","Advanced Degree","Information","Good","No",82.6796372966372
50,"Married","White","Advanced Degree","Information","Good","Yes",277.79948020565
53,"Never Married","White","Some College","Information","Average","No",99.6894636984864
38,"Married","White","Advanced Degree","Industrial","Good","Yes",176.989650489877
27,"Never Married","White","non HS Grad","Information","Good","No",84.0459576539924
56,"Married","White","Advanced Degree","Information","Good","No",163.515863976238
50,"Married","White","Advanced Degree","Information","Good","Yes",81.2832532842527
56,"Married","White","College Grad","Industrial","Good","Yes",130.982177377461
50,"Married","White","non HS Grad","Industrial","Average","No",127.115743812184
49,"Never Married","White","HS Grad","Information","Good","No",72.1504556815713
42,"Never Married","White","Some College","Industrial","Good","No",104.921506533664
50,"Married","White","Advanced Degree","Industrial","Average","Yes",186.876677628007
53,"Married","White","College Grad","Information","Good","Yes",176.989650489877
28,"Married","White","HS Grad","Industrial","Average","No",139.703071527658
45,"Married","White","HS Grad","Industrial","Average","Yes",73.7757432746946
24,"Never Married","White","HS Grad","Information","Good","No",66.2294082943902
25,"Never Married","White","non HS Grad","Industrial","Good","No",81.2832532842527
38,"Married","White","College Grad","Industrial","Good","Yes",104.921506533664
47,"Married","White","College Grad","Industrial","Average","Yes",109.833985642199
38,"Married","White","College Grad","Industrial","Good","Yes",154.68529299563
33,"Married","White","Some College","Information","Good","No",106.921814091211
39,"Married","White","Advanced Degree","Information","Good","Yes",277.79948020565
52,"Divorced","White","HS Grad","Industrial","Average","Yes",87.9810327856054
46,"Divorced","White","HS Grad","Industrial","Good","Yes",90.4819133566401
42,"Married","White","HS Grad","Information","Good","Yes",106.921814091211
61,"Married","White","HS Grad","Industrial","Good","Yes",56.9055391446732
32,"Never Married","White","HS Grad","Industrial","Good","Yes",81.2832532842527
42,"Divorced","Black","HS Grad","Information","Good","Yes",107.903923866876
61,"Married","White","Advanced Degree","Information","Good","Yes",196.125272594255
27,"Married","White","HS Grad","Industrial","Good","No",91.6992261117042
45,"Married","White","Advanced Degree","Industrial","Average","Yes",200.543262324662
58,"Married","White","College Grad","Information","Good","No",32.3664131748549
25,"Never Married","White","College Grad","Industrial","Good","Yes",104.921506533664
34,"Married","White","non HS Grad","Industrial","Good","No",100.764272842107
44,"Married","Black","Some College","Information","Average","Yes",85.3839403789827
40,"Married","White","Some College","Information","Good","No",82.6796372966372
51,"Married","Black","College Grad","Industrial","Good","No",97.4932940453934
50,"Married","White","Advanced Degree","Information","Good","Yes",121.010826565755
64,"Married","White","College Grad","Information","Average","Yes",133.971500070695
54,"Married","White","Some College","Industrial","Good","Yes",148.413159102577
42,"Never Married","White","College Grad","Information","Good","Yes",104.921506533664
31,"Married","Asian","HS Grad","Industrial","Average","No",81.2832532842527
25,"Never Married","White","College Grad","Industrial","Good","Yes",90.4819133566401
32,"Married","White","Some College","Industrial","Good","Yes",106.921814091211
51,"Married","White","non HS Grad","Information","Average","Yes",114.475713290347
75,"Married","Black","non HS Grad","Information","Average","No",53.3953468905727
28,"Married","Other","HS Grad","Industrial","Good","No",87.9810327856054
